,Unnamed: 0,HR1_10SCALE,HR2_1,HR2_2,HR2_3,HR2_4,HR2_5,HR3,HR4,HR5,HR7_1,HR7_2,HR7_3,STIMULUS2,STIMULUS3,PERSONAL2,MEDIA5,MEDIA6_6,MEDIA11,DEMOGRAPHIC4,DEMOGRAPHIC13
975,975,1,5,1,3,4,4,3,4,3,2,4,2,C,2,2,A,2,4,AZ,0
976,976,2,5,4,5,5,5,4,3,4,0,0,0,A,2,2,A,4,0,OK,1
977,977,9,1,1,4,4,4,3,2,3,4,3,4,C,3,3,E,1,4,GA,0
978,978,10,4,3,4,3,3,3,3,3,4,4,4,A,2,2,D,3,4,PA,1
979,979,5,3,3,3,3,3,3,3,3,3,3,3,A,2,1,D,4,4,SC,1
980,980,2,3,2,3,3,3,2,1,0,0,0,0,A,1,2,A,2,0,TX,1
981,981,10,5,5,5,5,5,4,4,4,4,4,4,A,3,3,C,5,0,NY,1
982,982,5,5,4,5,4,5,3,3,3,4,3,4,B,2,2,C,1,3,VA,0
983,983,6,2,3,4,3,3,3,3,3,3,3,3,B,1,2,C,3,3,CA,1
984,984,10,3,3,3,3,3,1,1,0,4,4,1,C,0,0,A,4,2,VA,0
985,985,3,1,1,3,2,2,1,2,1,4,4,3,C,1,2,D,3,0,AZ,0
986,986,10,4,4,4,5,5,3,4,4,3,3,4,C,3,3,C,4,3,NY,3
987,987,1,3,2,2,3,3,2,1,1,3,3,3,C,1,2,D,1,0,NC,0
988,988,1,4,3,3,3,4,3,1,2,3,2,3,B,2,1,D,0,0,LA,1
989,989,1,1,1,4,2,1,1,1,1,4,1,1,C,1,2,C,1,0,TN,1
990,990,1,4,4,5,4,3,3,2,2,3,3,2,A,2,2,C,3,0,CA,1
991,991,1,3,2,4,0,0,3,3,2,3,3,3,C,2,3,C,3,0,TX,2
992,992,1,1,1,1,2,2,2,1,1,2,3,1,C,2,1,C,2,4,NC,1
993,993,4,3,3,3,3,3,0,0,0,0,0,0,C,0,1,E,0,4,GA,0
994,994,8,3,3,1,3,1,2,3,1,2,2,2,A,2,2,B,0,2,VA,1
995,995,4,3,3,3,3,3,2,2,0,0,0,0,A,2,2,A,2,0,TX,0
996,996,9,4,2,2,2,2,2,3,3,2,3,3,A,2,2,A,5,3,NY,2
997,997,9,5,5,5,5,5,4,4,4,4,4,4,B,3,3,A,2,3,TX,1
998,998,1,3,2,5,4,1,1,2,1,0,2,3,C,2,2,D,2,4,AL,1
999,999,1,2,2,4,5,5,2,1,3,3,4,4,A,2,2,E,3,0,IL,2
1000,1000,10,5,5,5,5,5,4,4,4,4,4,4,B,3,3,B,2,4,WA,3
1001,1001,7,3,4,3,4,5,3,2,1,4,0,0,C,0,2,C,1,0,CA,0
1002,1002,10,1,1,1,1,1,3,1,1,1,1,1,A,2,3,E,1,0,NJ,1
1003,1003,10,1,3,3,5,5,4,2,4,1,3,4,C,3,2,E,1,0,IL,0
1004,1004,9,4,4,3,4,4,3,3,2,3,4,3,A,3,1,C,2,2,NJ,2
1005,1005,2,2,2,3,2,2,3,1,0,3,3,3,C,0,2,B,3,0,OH,1
1006,1006,7,4,3,5,3,3,3,3,3,4,4,4,C,3,1,D,5,0,WV,1
1007,1007,6,3,2,1,3,3,2,2,0,0,0,3,C,1,1,E,1,3,MS,0
1008,1008,10,5,5,5,5,5,4,4,4,4,4,4,B,3,3,A,5,2,CA,3
1009,1009,2,5,2,3,4,4,4,3,4,2,4,4,B,3,2,D,1,0,OH,1
1010,1010,5,3,3,3,3,3,4,0,4,0,0,0,C,0,2,F,0,0,NV,0
1011,1011,7,5,5,5,5,5,4,4,4,4,4,4,B,3,2,C,5,0,NY,2
1012,1012,1,2,2,4,3,3,1,0,1,0,3,4,B,2,1,E,3,0,AL,0
1013,1013,1,5,5,5,5,5,3,3,4,1,2,4,B,2,3,A,4,1,CA,1
1014,1014,1,1,1,3,4,4,2,1,4,0,0,0,C,2,2,E,1,3,PA,1
1015,1015,3,4,3,4,3,0,3,2,0,0,2,3,A,0,1,E,2,3,FL,2
1016,1016,3,5,3,4,5,2,3,4,3,4,3,4,B,2,1,B,1,2,NY,0
1017,1017,1,2,2,3,1,1,3,4,3,4,3,3,A,0,1,A,4,0,LA,1
1018,1018,9,2,1,4,4,3,0,2,1,3,2,4,A,2,2,C,3,0,ID,0
1019,1019,1,2,1,2,2,2,2,2,2,3,1,1,A,1,2,D,3,4,FL,1
1020,1020,7,2,2,2,2,2,3,1,2,3,1,2,C,1,2,D,2,0,TX,0
1021,1021,3,3,3,4,3,3,3,2,3,3,0,0,B,1,2,C,3,1,PA,0
1022,1022,10,4,5,4,4,0,3,3,3,3,3,3,C,2,3,A,2,4,IN,0
1023,1023,6,2,2,3,4,3,2,3,3,2,2,4,A,1,2,C,4,3,MD,1
1024,1024,6,3,4,4,3,3,4,3,3,2,1,2,C,1,2,B,3,0,HI,1
1025,1025,10,5,5,5,5,5,3,4,4,4,4,4,B,3,3,C,5,4,CA,1
1026,1026,2,4,3,4,5,4,2,2,2,4,3,3,C,2,1,A,4,0,GA,2
1027,1027,5,4,3,1,2,2,3,3,3,2,3,2,C,0,0,A,3,0,CA,2
1028,1028,1,5,4,5,5,5,4,4,4,4,4,4,A,2,1,A,0,1,NY,3
1029,1029,1,4,3,4,3,3,4,2,4,3,3,3,B,2,2,D,2,0,HI,1
1030,1030,2,5,5,5,4,4,4,4,4,4,3,4,A,2,1,C,4,4,NY,2
1031,1031,10,4,4,4,5,3,4,4,4,1,2,3,A,2,1,F,2,0,WI,2
1032,1032,1,1,2,3,5,5,2,1,2,4,4,4,B,1,1,E,3,2,AL,0
1033,1033,1,3,1,4,3,3,4,2,4,2,2,4,B,2,3,D,2,0,TX,1
1034,1034,5,4,1,4,4,0,3,1,3,0,0,2,B,1,3,F,3,0,FL,2
1035,1035,8,5,4,3,5,5,4,4,4,4,3,4,C,2,3,D,3,4,NY,3
1036,1036,1,3,3,3,4,2,3,3,2,4,3,0,C,1,2,F,4,3,NC,0
1037,1037,1,1,1,1,3,5,1,1,1,4,0,1,C,1,1,C,1,0,GA,0
1038,1038,1,5,5,5,5,4,4,3,4,3,1,2,C,2,2,C,3,1,NY,2
1039,1039,2,5,4,5,5,4,4,3,3,3,3,4,A,2,3,D,4,4,CA,3
1040,1040,1,3,3,4,2,2,2,1,1,4,3,3,A,1,2,D,2,4,OK,0
1041,1041,1,2,3,4,4,4,3,3,4,3,2,2,B,2,1,D,4,4,KY,0
1042,1042,3,4,2,3,2,0,0,2,2,4,3,3,B,0,2,F,4,2,FL,0
1043,1043,10,5,4,5,4,5,4,4,4,4,3,4,C,2,3,C,5,3,TX,2
1044,1044,10,5,5,5,5,5,4,4,4,4,4,4,B,3,3,A,5,4,NY,2
1045,1045,7,2,2,4,4,4,4,4,3,1,1,3,C,1,3,A,2,0,OH,0
1046,1046,5,1,1,2,4,4,3,3,3,2,0,0,B,2,2,D,0,0,GA,0
1047,1047,7,1,3,4,3,2,3,3,4,4,3,2,B,3,2,C,2,2,NY,2
1048,1048,2,5,4,5,5,4,3,3,3,0,3,2,C,1,3,D,4,2,MN,1
1049,1049,1,4,4,4,4,4,3,1,3,3,4,3,C,2,1,A,1,0,NY,0
1050,1050,1,1,1,4,4,4,3,1,3,4,4,4,B,1,2,F,4,0,NV,0
1051,1051,6,2,2,3,3,3,3,1,2,3,3,0,A,0,1,D,3,4,OK,1
1052,1052,2,2,2,4,4,4,3,3,3,0,0,0,A,1,3,B,3,0,CA,0
1053,1053,1,3,3,5,4,4,4,3,3,0,0,2,C,2,2,C,0,2,NY,0
1054,1054,10,5,5,5,5,5,4,4,4,4,4,4,B,3,3,A,4,1,NY,0
1055,1055,1,5,5,5,5,5,3,4,4,1,1,2,C,2,3,C,2,0,TX,1
1056,1056,6,2,1,3,2,2,2,2,1,0,0,0,C,2,2,D,0,0,WI,1
1057,1057,8,2,1,4,2,1,2,2,1,4,3,3,B,2,2,F,0,4,OK,2
1058,1058,1,3,3,3,3,4,4,4,4,3,4,3,B,1,2,A,3,4,OH,0
1059,1059,5,3,3,3,3,3,3,3,2,0,0,0,C,0,2,A,0,0,NJ,1
1060,1060,3,3,1,3,3,3,3,1,2,3,0,0,A,2,1,C,3,0,DE,1
1061,1061,10,5,5,2,5,5,4,3,4,0,0,1,C,1,3,A,3,1,OH,0
1062,1062,1,1,1,0,0,2,1,1,0,3,0,0,B,1,2,F,4,0,KY,0
1063,1063,10,5,5,5,5,5,4,4,4,4,4,4,B,3,3,A,5,4,OK,3
1064,1064,2,4,4,4,3,4,3,3,3,0,2,3,C,2,2,D,5,0,KY,1
1065,1065,3,4,3,4,4,4,0,3,2,0,3,2,A,0,2,E,2,0,KY,1
1066,1066,1,3,3,4,1,1,4,3,3,1,1,1,C,3,3,D,4,3,MA,1
1067,1067,10,5,5,5,5,3,4,4,3,3,3,3,C,1,3,C,0,0,AR,0
1068,1068,8,5,4,2,4,3,4,4,4,3,4,2,B,3,2,A,0,3,CA,0
1069,1069,9,4,3,4,4,4,4,4,4,4,4,3,B,3,2,A,3,3,WA,1
1070,1070,1,4,2,5,4,4,3,3,2,3,0,0,C,1,3,D,2,0,FL,0
1071,1071,6,2,1,4,3,3,3,2,3,1,1,1,A,1,2,A,1,0,MI,0
1072,1072,5,4,5,4,5,4,4,4,4,4,4,3,B,2,3,A,4,4,MD,1
1073,1073,1,0,0,0,0,0,0,0,0,0,0,0,B,1,0,C,1,0,NY,0
1074,1074,1,4,4,5,5,4,3,2,4,3,0,3,C,2,1,D,0,2,MI,1
1075,1075,7,3,4,5,4,4,3,3,3,3,2,4,A,2,2,A,2,2,WA,1
1076,1076,9,5,5,5,4,5,4,4,4,4,4,4,B,3,2,D,4,3,MI,1
1077,1077,6,2,2,2,2,5,4,4,4,3,3,3,C,2,1,C,4,0,MA,1
1078,1078,8,2,3,4,3,5,4,2,4,2,2,2,C,2,1,D,4,4,KY,0
1079,1079,8,4,4,5,5,4,3,3,3,3,2,2,B,2,2,C,2,3,TX,2
1080,1080,1,1,1,2,2,2,3,1,1,4,3,0,C,1,2,D,1,0,ND,0
1081,1081,6,5,5,4,5,4,4,4,4,2,4,4,B,2,2,C,3,3,CA,3
1082,1082,1,3,3,3,4,4,3,3,4,3,3,3,B,1,1,A,4,4,WI,0
1083,1083,10,5,5,5,5,5,4,4,4,4,4,4,C,2,3,C,5,0,CA,1
1084,1084,10,1,1,1,1,1,1,1,1,1,1,1,C,1,0,E,0,0,GA,3
1085,1085,3,5,4,5,4,5,3,3,3,4,3,4,A,2,2,B,0,3,DC,0
1086,1086,1,5,5,4,5,5,4,4,4,4,2,4,C,3,3,C,5,3,NY,2
1087,1087,1,5,4,5,5,5,3,2,2,3,2,2,C,1,2,F,4,0,GA,1
1088,1088,7,5,5,5,5,3,3,2,4,2,1,4,B,2,3,C,4,0,NY,1
1089,1089,10,4,3,5,5,4,3,3,3,2,2,4,C,1,2,C,2,0,NY,1
1090,1090,4,5,3,3,4,3,2,3,3,2,2,2,B,2,3,A,2,4,NY,3
1091,1091,3,4,3,4,4,5,3,3,3,4,3,4,A,2,3,C,3,1,CA,2
1092,1092,1,1,2,3,1,1,1,1,1,3,2,1,B,1,3,D,4,3,CA,3
1093,1093,9,5,5,5,5,4,4,3,4,4,4,3,B,2,3,C,3,4,AR,1
1094,1094,9,5,5,5,5,4,3,3,3,4,4,3,A,3,2,A,2,3,NJ,3
1095,1095,10,5,5,5,5,5,4,4,4,2,0,4,C,3,3,C,3,0,GA,1
1096,1096,5,5,5,3,4,1,4,4,4,1,3,4,C,3,3,E,3,3,TX,1
1097,1097,1,4,3,4,4,4,3,2,3,3,1,1,C,2,3,C,3,3,NY,2
1098,1098,1,4,4,4,4,5,4,4,4,4,3,4,B,3,3,C,4,4,NY,2
1099,1099,5,2,2,3,3,3,0,2,2,0,2,2,B,2,2,A,3,0,NV,1
1100,1100,1,1,1,3,3,3,3,2,3,3,3,0,B,0,2,D,4,4,FL,2
1101,1101,1,1,1,2,1,1,2,1,1,3,3,3,B,1,2,D,1,0,NY,0
1102,1102,9,5,5,5,4,5,3,4,4,4,4,4,B,2,1,C,5,3,FL,3
1103,1103,6,5,2,4,4,5,2,2,3,4,2,1,A,2,2,C,4,3,IL,1
1104,1104,1,4,5,5,5,5,4,3,4,2,2,2,C,2,2,C,3,1,NY,2
1105,1105,7,2,3,1,5,4,3,3,3,2,3,3,C,1,2,C,2,3,CA,0
1106,1106,3,5,5,5,5,5,4,4,4,4,4,4,B,3,3,D,4,4,GA,3
1107,1107,8,1,3,1,0,4,2,2,3,3,1,3,A,2,2,A,1,4,AK,0
1108,1108,8,5,4,5,4,4,3,3,3,2,3,3,A,3,2,C,3,0,NY,1
1109,1109,1,1,1,3,3,3,3,1,0,3,4,4,C,1,3,E,3,0,CA,0
1110,1110,5,5,5,5,5,5,4,4,4,4,2,3,C,3,1,C,4,1,AZ,0
1111,1111,9,3,3,3,4,5,4,3,4,4,3,3,B,3,3,B,0,4,NY,2
1112,1112,10,5,5,5,5,5,4,4,4,4,4,4,C,3,3,C,5,3,FL,3
1113,1113,9,5,5,5,4,5,4,3,4,4,3,3,B,2,1,B,3,4,AR,1
1114,1114,1,5,5,5,5,4,4,3,3,1,2,0,C,2,3,C,3,0,CA,1
1115,1115,1,5,5,5,5,5,4,4,4,3,0,1,C,2,2,D,5,3,MS,1
1116,1116,10,5,5,5,5,5,4,4,4,2,2,1,A,2,1,C,4,3,NY,3
1117,1117,7,1,1,4,3,3,3,1,2,2,1,2,C,1,2,A,1,0,HI,0
1118,1118,1,4,3,5,4,4,4,3,2,3,3,2,C,2,3,C,5,3,FL,1
1119,1119,5,5,4,5,3,5,4,4,4,4,4,3,B,2,2,A,4,0,NY,3
1120,1120,5,5,4,4,3,5,1,2,4,4,4,4,C,2,1,F,4,4,AZ,0
1121,1121,1,5,5,4,4,3,4,4,3,1,2,3,B,2,3,A,3,0,CA,0
1122,1122,1,5,4,5,4,5,4,4,4,3,4,3,B,3,1,A,4,4,GA,1
1123,1123,10,3,3,3,3,3,0,2,0,3,0,0,C,2,1,C,3,0,FL,1
1124,1124,1,4,4,5,5,5,4,3,4,4,2,3,C,2,1,C,2,3,NY,3
1125,1125,6,1,1,3,4,1,4,1,2,0,3,0,A,2,2,E,1,3,GA,1
1126,1126,8,4,4,4,4,4,3,2,3,3,3,3,C,2,2,D,1,4,MO,0
1127,1127,1,4,3,5,4,4,3,3,2,3,0,2,C,0,2,C,5,0,IL,1
1128,1128,2,1,2,3,3,3,2,1,3,4,2,3,B,2,3,C,2,4,MS,0
1129,1129,1,4,4,5,4,4,3,3,3,2,3,2,C,2,3,C,2,0,GA,1
1130,1130,1,3,3,3,3,3,0,1,2,0,2,2,C,1,2,A,3,1,IL,0
1131,1131,10,4,4,4,5,5,3,3,3,2,2,4,C,1,2,A,3,0,NY,1
1132,1132,1,5,5,5,5,5,4,3,3,4,4,3,C,1,3,D,5,3,NY,2
1133,1133,8,3,4,4,4,3,3,3,4,3,3,4,B,3,2,C,3,3,NY,2
1134,1134,1,5,4,5,5,5,4,3,4,4,1,2,C,0,3,F,4,2,MA,0
1135,1135,6,5,5,5,3,4,3,3,3,3,0,3,C,2,2,C,0,0,CA,2
1136,1136,2,3,1,5,3,2,3,4,3,2,2,4,B,3,2,B,2,2,FL,0
1137,1137,3,5,0,3,4,1,4,3,2,1,3,1,A,3,3,C,4,0,GA,0
1138,1138,10,1,1,1,1,1,1,1,1,1,1,1,C,1,0,D,2,0,CO,0
1139,1139,1,1,1,3,3,2,1,1,1,3,2,3,C,1,0,E,1,0,VA,1
1140,1140,10,5,4,5,4,5,4,4,4,4,4,4,A,2,3,C,5,4,NJ,2
1141,1141,6,3,2,3,3,3,3,3,3,3,2,2,C,1,2,C,3,0,NC,1
1142,1142,1,3,3,3,3,3,3,2,3,3,3,3,C,2,2,B,4,0,KY,0
1143,1143,10,2,2,3,3,3,1,1,1,4,0,3,B,1,2,D,1,0,TX,1
1144,1144,9,5,5,5,5,5,4,4,4,4,4,4,B,3,3,C,4,3,TX,2
1145,1145,8,1,4,5,3,5,4,4,4,4,3,3,B,2,3,C,2,0,UT,0
1146,1146,8,4,4,3,4,4,3,3,3,3,4,3,A,2,3,D,3,3,NY,2
1147,1147,10,1,1,5,4,4,4,2,1,4,4,0,C,1,3,F,4,4,OR,1
1148,1148,3,3,4,3,4,4,3,2,3,3,2,2,C,2,2,D,3,0,MA,2
1149,1149,1,4,1,4,5,3,4,4,4,4,4,4,B,2,1,D,1,3,LA,3
1150,1150,7,2,2,1,2,2,2,1,1,3,3,0,B,1,2,F,2,4,KY,0
1151,1151,8,4,5,3,4,5,3,3,3,3,2,4,C,2,3,C,5,4,NY,2
1152,1152,1,1,1,4,3,3,1,1,1,4,4,4,C,1,2,B,0,0,VA,1
1153,1153,5,0,0,0,0,0,0,0,0,0,0,0,C,0,3,A,0,4,TX,0
1154,1154,3,4,4,5,4,5,3,3,2,3,3,3,C,2,2,C,4,3,NY,2
1155,1155,2,3,1,1,2,1,2,3,0,3,4,3,C,2,0,C,2,1,AR,1
1156,1156,3,2,2,3,3,3,3,1,2,4,3,0,C,2,3,A,3,0,CA,1
1157,1157,10,2,2,3,3,3,4,4,4,4,4,3,C,1,2,C,2,0,CA,0
1158,1158,5,3,3,4,0,2,4,2,3,0,0,3,C,0,1,C,4,0,NC,0
1159,1159,1,3,3,3,3,3,3,1,4,3,0,0,C,1,2,E,1,0,NY,0
1160,1160,10,4,3,4,4,4,4,2,3,3,3,3,B,1,2,B,3,1,TX,1
1161,1161,8,1,1,4,3,3,2,1,4,1,1,1,B,2,1,E,3,0,IL,0
1162,1162,2,4,4,4,4,4,3,3,2,3,3,2,C,2,2,E,3,3,NC,1
1163,1163,5,3,5,5,5,5,4,4,4,3,3,3,C,2,3,C,5,0,GA,1
1164,1164,1,5,5,2,5,5,3,3,4,4,4,3,B,2,1,B,4,1,CA,1
1165,1165,7,4,4,5,4,2,4,3,4,1,3,3,C,3,0,F,1,0,IL,1
1166,1166,1,4,3,3,4,5,3,2,2,3,3,3,A,2,3,A,2,3,CA,1
1167,1167,3,3,4,4,4,4,4,3,4,2,3,3,C,2,3,A,3,0,FL,1
1168,1168,3,1,1,3,4,4,4,1,1,3,3,3,C,1,2,F,3,0,NY,0
1169,1169,7,4,4,3,3,1,3,3,3,3,3,4,B,2,2,C,4,2,NY,2
1170,1170,2,5,5,4,5,5,4,4,4,4,4,3,B,3,3,A,2,4,TX,3
1171,1171,5,4,4,4,4,4,3,3,2,3,3,3,C,2,2,D,3,1,CA,1
1172,1172,2,5,4,4,5,4,3,4,4,2,4,3,B,3,2,C,2,0,TX,0
1173,1173,1,3,2,4,3,2,2,1,0,3,0,1,A,2,2,D,3,2,OH,0
1174,1174,3,3,2,3,4,0,3,2,2,2,0,1,C,1,2,D,3,0,IN,1
1175,1175,10,5,5,5,5,5,4,4,4,4,4,4,B,3,3,C,5,0,NY,2
1176,1176,10,4,1,3,3,3,3,1,1,1,1,1,C,1,3,C,5,0,NY,0
1177,1177,8,2,4,5,5,4,2,1,3,3,3,4,C,2,2,C,4,0,FL,1
1178,1178,3,4,4,4,4,4,1,3,2,3,3,2,B,3,3,D,3,3,IL,0
1179,1179,2,2,3,3,1,2,4,2,4,2,3,2,B,0,2,B,4,2,VA,1
1180,1180,3,5,4,3,2,1,4,4,4,4,3,2,B,3,3,C,0,2,MD,1
1181,1181,9,4,4,4,4,4,3,3,3,3,3,3,B,2,2,C,3,0,NY,2
1182,1182,1,5,5,5,5,5,4,4,4,4,4,4,A,2,0,C,4,0,NY,2
1183,1183,2,5,5,5,5,5,4,4,4,4,4,4,B,3,3,A,1,4,MS,1
1184,1184,1,5,5,5,4,5,4,4,4,3,2,4,A,2,2,C,4,2,CA,2
1185,1185,8,4,5,4,5,5,4,4,4,3,4,4,C,2,3,A,5,4,TX,2
1186,1186,7,3,4,3,4,1,3,2,3,3,4,2,A,2,1,C,2,2,NY,1
1187,1187,1,2,3,3,3,3,0,1,1,4,3,3,C,1,3,E,4,0,NY,2
1188,1188,10,3,3,5,3,3,4,4,4,2,2,1,C,1,3,C,3,0,NY,3
1189,1189,5,3,5,4,3,4,3,2,3,3,4,3,C,2,2,D,4,3,TN,1
1190,1190,3,3,3,3,3,3,0,1,1,0,0,0,C,0,3,C,3,0,GA,0
1191,1191,1,5,4,5,4,5,4,4,4,3,3,4,C,2,3,C,4,0,NY,2
1192,1192,10,4,4,5,5,4,4,3,4,3,3,0,C,3,3,D,3,0,NC,1
1193,1193,3,2,2,4,3,4,2,2,2,1,0,2,C,1,2,C,5,0,NC,0
1194,1194,1,3,1,2,1,1,0,1,1,0,1,2,C,1,3,D,0,0,GA,0
1195,1195,1,4,4,4,3,3,3,2,3,3,3,3,C,2,3,C,3,3,NY,1
1196,1196,1,3,3,3,3,3,4,4,4,3,4,3,C,0,3,A,4,0,NY,0
1197,1197,3,4,4,5,3,4,4,3,3,2,3,3,B,2,3,C,5,0,NY,2
1198,1198,9,4,3,5,4,5,3,3,3,2,3,4,A,1,1,C,5,3,CA,2
1199,1199,2,4,3,5,4,4,3,3,4,2,3,2,A,2,2,C,3,1,FL,2
1200,1200,10,5,5,5,5,5,4,4,2,4,4,4,A,1,0,C,3,0,FL,3
1201,1201,10,4,5,4,5,5,4,4,4,0,0,3,C,0,1,E,2,0,CA,1
1202,1202,6,3,3,1,3,1,2,3,3,2,2,2,A,3,2,B,3,2,CA,1
1203,1203,4,3,4,2,1,4,4,3,3,4,4,2,B,2,2,D,2,3,AK,0
1204,1204,1,4,2,3,5,4,2,3,3,3,2,2,B,2,2,F,2,0,PA,1
1205,1205,10,4,4,5,5,4,4,3,4,3,3,3,C,2,2,A,3,0,WV,1
1206,1206,5,1,2,2,5,1,3,4,4,4,4,4,B,2,1,A,1,0,OH,0
1207,1207,1,5,5,4,4,5,4,4,4,4,4,4,B,2,3,A,1,4,DE,3
1208,1208,4,4,4,5,5,4,3,3,3,1,1,0,C,1,1,B,2,2,IL,0
1209,1209,1,5,5,5,5,5,4,4,4,4,1,1,C,1,2,D,3,4,MD,0
1210,1210,5,2,2,2,2,2,3,1,3,3,2,2,C,2,1,A,3,1,KY,1
